,term,entity_id,text_1,text_2,text_3,text_4,text_5
452,slaven,odwn-10-109338286-n,slavendrijver,iemand die slaven aandrijft,[],['slavendrijver'],['iemand die slaven aandrijft']
454,slaven,eng-30-06943771-n,Slavisch,taal v.d. Slaven,[],"['Slavische taal', 'Slavisch']",['taal v.d. Slaven']
456,slaven,Slaven-n-1,Slaven,inwoners Oost-Europa,[],[],[]
457,stam,eng-30-07969695-n,stam,groep mensen,"['een lokale stam', 'nomadische stammen']","['soortgenoten', 'sibbe', 'clan', 'stam', 'volksstam']","['volksstam met eigen gewoonten en een eigen gebied', 'groep mensen', 'groep mensen met dezelfde voorvaders']"
459,stam,eng-30-07970721-n,stam,alle mensen van één geslacht,['de twaalf stammen van Israël'],"['familie', 'geslacht', 'huis', 'maagschap', 'staak', 'stam', 'tak']","['verzameling van bloedverwanten', 'mensen met gemeenschappelijke afkomst', 'geslacht van mensen', 'familietak', 'alle mensen van één geslacht', 'deel v.e. familie']"
460,stam,eng-30-06320569-n,werkwoord,woordsoort voor handeling/staat/proces,"['de stam van een werkwoord', 'wederkerende werkwoorden', 'een scheidbaar samengesteld werkwoord', 'regelmatige/onregelmatige werkwoorden', 'de modale werkwoorden', 'een reflexief werkwoord', 'onovergankelijke/intransitieve werkwoorden', 'zwakke/sterke werkwoorden', 'overgankelijke/transitieve werkwoorden', 'een werkwoord vervoegen']","['verbum', 'werkwoord']","['werkwoord', 'woordsoort voor handeling/staat/proces']"
461,stam,eng-30-13164763-n,loot,nieuw uitgelopen tak aan een plant/boom,"['een nieuwe/jonge loot aan de [politieke] stam', 'het Nederlands en het Gotisch zijn loten van dezelfde stam', 'er komen nieuwe loten aan']","['afzetsel', 'groei', 'loot', 'lot', 'poot', 'rank', 'scheut', 'schoot', 'spruit', 'telg', 'uitloper']","['nieuw uitgelopen twijg', 'nieuw uitgelopen tak aan een plant/boom', 'nieuw uitgelopen twijg', 'stekje, loot, jonge boom', 'uitgelopen tak', 'nieuw takje', 'nieuw uitgelopen twijg', 'jonge bladstengel', 'jonge boom', 'nieuwe aangroei bij planten']"
463,stam,eng-30-12731714-n,,,,"['klompehout', 'klompenhout', 'populierehout', 'populierenhout']",['loofboom met een rechte stam']
464,stam,eng-30-13165815-n,stam,onderste deel v.e. boom,[],"['boomstam', 'stam']","['boomschacht', 'onderste deel v.e. boom']"
465,stam,eng-30-10728624-n,stamgenoot,iemand uit dezelfde stam,[],['stamgenoot'],['iemand uit dezelfde stam']
467,stam,eng-30-10164025-n,stamhoofd,hoofd v.e. stam,[],"['chief', 'leider', 'chef', 'hoofd', 'dorpshoofd', 'opperhoofd', 'stamhoofd']","['stamhoofd', 'leider v.e. groep', 'hoofd v.e. stam']"
469,stam,eng-30-06300193-n,stam,woordvorm zonder vervoegingen,"[""'loop' is de stam van 'lopen'"", ""in 'loopt' is 't' de uitgang achter de stam"", 'achter/na de stam']",['stam'],['woordvorm zonder vervoegingen']
473,stam,odwn-10-104716319-n,stevigheid,mate waarin iets stevig is,['de stevigheid van de stam bepaalt de hoogte van de boom'],['stevigheid'],['mate waarin iets stevig is']
474,stammen,eng-30-07969695-n,stam,groep mensen,"['een lokale stam', 'nomadische stammen']","['soortgenoten', 'sibbe', 'clan', 'stam', 'volksstam']","['volksstam met eigen gewoonten en een eigen gebied', 'groep mensen', 'groep mensen met dezelfde voorvaders']"
475,stammen,eng-30-07970721-n,geslacht,mensen met gemeenschappelijke afkomst,"['het geslacht van de Bourbons', 'stammen uit een nobel/adellijk geslacht', 'van een voornaam geslacht', 'tot een rijk/adellijk/aanzienlijk/oud geslacht behoren']","['familie', 'geslacht', 'huis', 'maagschap', 'staak', 'stam', 'tak']","['verzameling van bloedverwanten', 'mensen met gemeenschappelijke afkomst', 'geslacht van mensen', 'familietak', 'alle mensen van één geslacht', 'deel v.e. familie']"
477,stammen,eng-30-02624263-v,stammen,afkomstig zijn van,"['het oude gebruik stamt uit de tijd van Napoleon', 'uit een tijd/taal/streek/geslacht stammen', 'stammen van een [woord/familie]']","['komen', 'ontspinnen', 'ontspringen', 'ontspruiten', 'stammen', 'teruggaan', 'voortkomen', 'voortspruiten', 'wortelen']","['voortspruiten', 'ontstaan', 'ontstaan', 'opschieten', 'afkomstig zijn van', 'ontkiemen', 'zich vasthechten']"
480,stammen,odwn-10-102673566-n,stammenoorlog,oorlog tussen stammen,['de stammenoorlog in dat Afrikaanse land blijft slachtoffers eisen'],['stammenoorlog'],['oorlog tussen stammen']
482,stammen,koloniseren-v-2,koloniseren,mensen onderwerpen,['stammen koloniseren'],[],[]
483,stammen,eng-30-01236947-n,vete,langdurige ruzie tussen (veel) mensen,"['er woedt al jarenlang een bloedige vete tussen het ANC en Inkatha', 'er woedt een vete', 'zij moeten hun onderling vetes maar zonder mij uitvechten', 'onderlinge vetes uitvechten', 'een vete met [de buren]', 'de oude veten tussen de twee stammen zal de komende tijd niet opgelost worden.', 'een (oude) vete tussen [mensen]']",['vete'],['langdurige ruzie tussen (veel) mensen']
484,stammen,eng-30-00251791-v,afstammen,oorsprong ontlenen,"['veel hedendaagse rituelen stammen van oeroude gebruiken af', 'van gebruiken afstammen']",['afstammen'],['oorsprong ontlenen']
485,stammen,eng-30-02737187-v,afstammen,"familie zijn van, voortkomen uit","['wij schijnen van de apen af te stammen', 'koningin Beatrix stamt af van Willem van Oranje', 'afstammen van [Willem van Oranje]']","['afstammen', 'spruiten']","['familie zijn van, voortkomen uit', 'voortkomen']"
486,trans,trans-n-3,trans,transseksueel iemand,[],[],[]
487,trans,trans-n-2,trans,uitspansel,[],[],[]
488,trans,eindeloosheid-n-1,eindeloosheid,zeer lange tijd,['de eindeloosheid van een reis met de Trans-Siberische spoorlijn'],[],[]
489,trans,odwn-10-107265854-n,trans,omgang rond een toren,['ze blazen de trompetten vanaf de eerste trans van de toren'],['trans'],['omgang rond een toren']
491,travestiet,eng-30-10726031-n,travestiet,persoon die aan travestie doet,[],"['tootsie', 'transvestiet', 'travestiet']",['persoon die aan travestie doet']
492,westers,verwesteren-v-2,verwesteren,westers worden,['deze Aziatische stad is al sterk verwesterd'],[],[]
493,westers,odwn-10-108925479-n,kapitalisme,overmacht v.h. geld,"['de macht van het kapitalisme', '[een marionet van] Westers kapitalisme']",['kapitalisme'],['overmacht v.h. geld']
494,westers,eng-30-05966958-n,rationalisme,bepaalde richting in het denken,['het westers rationalisme'],['rationalisme'],['bepaalde richting in het denken']
495,westers,eng-30-00523645-v,verwesteren,westers maken,[],"['verwesteren', 'verwestersen']",['westers maken']
497,westerse,eng-30-07966140-n,samenleving,maatschappij,['de moderne/westerse samenleving'],"['gemeenschap', 'maatschappij', 'samenleving', 'wereld']","['groep personen', 'samenleving', 'maatschappij', 'samenleving']"
498,westerse,odwn-10-105865991-n,industrieland,land met veel industrie,"['de westerse industrielanden', 'de leiders van de zeven rijkste industrielanden (G-7) kwamen in Washington bijeen', 'de zeven grootste/rijkste industrielanden']",['industrieland'],['land met veel industrie']
499,westerse,eng-30-08366753-n,economie,de economische praktijk,"['de Westerse/Russische/regionale economie', 'de tegenstelling tussen economie en milieu', 'een veerkrachtige economie', ""de economie groeit/'trekt aan'"", 'geleide economie', 'een derdewereldland met een noodlijdende economie', 'een noodlijdende economie', 'een geïndustrialiseerd land met een gezonde economie', 'een gezonde economie', 'de handelsbalans en het aardgas zijn de vitale segmenten van de Nederlandse economie', 'segmenten/sectoren van de economie', 'de hoge loonkosten ontwrichten de Nederlandse economie', 'de economie ontwrichten', 'een gesloten economie', 'een open economie', 'een stagnerende economie', 'een oplevende/aantrekkende economie']","['economisch systeem', 'economie']",['de economische praktijk']
500,westerse,cultuurgeschiedenis-n-1,cultuurgeschiedenis,geschiedenis v.d. cultuur,['de westerse cultuurgeschiedenis'],[],[]
501,westerse,eng-30-13941469-n,welvaartspeil,hoogte v.d. welvaart,"['een laag welvaartspeil', 'de westerse landen hebben een hoog welvaartspeil', 'een hoog welvaartspeil', 'het welvaartspeil stijgt']","['levenspeil', 'levensstandaard', 'welvaartspeil']","['materieel niveau v.h. leven', 'kosten om te leven', 'hoogte v.d. welvaart']"
502,westerse,gedijen-v-2,gedijen,van personen,"['hij gedijt niet goed in de westerse maatschappij', 'goed/slecht/niet gedijen']",[],[]
503,westerse,eng-30-05793554-n,fundament,grondslag of basis van iets,"['de fundamenten van de westerse samenleving', 'het fundament van', 'het financiële fundament voor een ingreep in de sociale zekerheid', 'het fundament voor iets', 'het Christendom is een stevig fundament onder onze maatschappij', 'een stevig fundament', 'vader Drees heeft de fundamenten van de verzorgingsstaat gelegd', 'de fundamenten leggen']","['fundament', 'grond', 'grondslag', 'hoeksteen', 'initia', 'ondergrond', 'pijler', 'substantie', 'voet']","['uitgangspunt', 'grondslag of basis van iets', 'grondslag of beginselen waarop iets berust', 'fundamenten waarop wordt gebouwd', 'basis', 'datgene waarop iets berust', 'grondslag', 'grondslag']"
504,westerse,odwn-10-100529782-n,sjabloon,geijkt patroon,['de verwerping van Westerse politieke sjablonen'],['sjabloon'],['geijkt patroon']
505,westerse,eng-30-06158346-n,wijsbegeerte,leer v.h. wezen der dingen en begrippen,"['de faculteit der Wijsbegeerte', 'Whitehead beweerde dat de hele westerse wijsbegeerte een serie voetnoten bij Plato is']","['filosofie', 'wijsbegeerte']","['leer v.h. wezen der dingen en begrippen', 'leer v.h. wezen der dingen en begrippen']"
506,westerse,odwn-10-103668509-v,polsen,voorzichtig uitzoeken,"['volgende week polst de regering Clinton zijn westerse bondgenoten en Rusland over militair ingrijpen tegen de Serviërs', 'de bondgenoten polsen over militair ingrijpen', 'iemand polsen naar zijn standpunt/mening/interesse']",['polsen'],['voorzichtig uitzoeken']
507,wit,eng-30-02133435-v,zien,als uiterlijk hebben,"['het ziet (er) zwart van de mensen', 'je ziet wat bleek, is er wat?', 'wit/bleek zien']","['voorkomen', 'schijnen', 'dunken', 'lijken', 'eruitzien', 'ogen', 'tonen', 'zien']","['een bepaald uiterlijk hebben', 'gezicht vertonen', 'eruitzien', 'staan (van kleding)', 'mooi passen', 'een indruk geven', 'als uiterlijk hebben']"
508,wit,Wit-Russisch-n-1,Wit-Russisch,taal in Wit-Rusland,[],[],[]
509,wit,eng-30-09921409-n,,,,"['sul', 'dwaas', 'meeuw', 'achterlijke', 'idioot', 'sukkel', 'goedzak', 'lobbes']","['al te goed persoon', 'goedige vent', 'bepaalde wit-met-grijze vogel']"
510,wit,eng-30-01535246-v,wassen,"zuiveren, met water al wrijvende schoonmaken","['je moet je handen wassen voor je aan tafel gaat', 'je handen wassen', 'iemand de oren wassen', 'de ene hand wast de andere', 'dat varkentje zullen we wel even wassen', 'geld wit wassen', 'zijn handen in onschuld wassen']","['schoonwassen', 'wassen']","['zuiveren, met water al wrijvende schoonmaken', 'de was doen in het huishouden']"
511,wit,eng-30-04960729-n,wit,de lichtste kleur,"['zwart op wit', 'het wit van een ei/oog', 'in het wit (zijn/trouwen)']","['witheid', 'blankheid', 'wit', 'zilver']","['de lichtste kleur', 'kleur v.h. metaal']"
516,wit,gevangeniskleren-n-1,gevangeniskleren,verplichte kleren in de gevangenis,['in films zijn gevangeniskleren altijd zwart-wit gestreept'],[],[]
517,wit,eng-30-14665351-n,albast,wit marmer,"['een huid van albast', '[een beeldje] van/in albast']","['alabaster', 'albast']",['wit marmer']
519,wit,eng-30-02391049-n,zebra,"zwart-wit, eenhoevig zoogdier","['de zebra werd door de leeuw aangevallen', ""een kudde zebra's""]",['zebra'],"['zwart-wit, eenhoevig zoogdier']"
521,wit,Wit-Russische-n-1,Wit-Russische,inwoonster Wit-Rusland,[],[],[]
522,wit,eng-30-14638799-n,goud,geelblinkend edelmetaal,"['gemunt goud', 'iets in goud beslaan', 'geslagen goud', 'goud op snee', 'iets in goud vatten', 'zwart goud', 'wit goud', 'rood goud', 'geel goud', 'Engels goud', '18-karaats goud', 'Mannheimer goud']",['goud'],['geelblinkend edelmetaal']
523,witte,odwn-10-102601580-n,brigade,mensen met bepaalde taak,"['de Witte Brigade', 'de Luchtmobiele Brigade']",['brigade'],['mensen met bepaalde taak']
524,witte,zuring-n-1,zuring,bepaald plantengeslacht,['gewone/witte zuring'],[],[]
525,witte,eng-30-09873899-n,fokker,iemand die dieren fokt,['een fokker van witte geiten'],['fokker'],['iemand die dieren fokt']
526,witte,eng-30-09762509-n,meester,iemand die iets goed kan,"['een meester zijn in [het bedenken van uitvluchten]', 'hij is een meester op de viool', 'een meester zijn op [een muziekinstrument]', 'meesters van [het witte doek/de schilderkunst]']","['superster', 'specialist', 'deskundige', 'aas', 'bollebof', 'bolleboos', 'coryfee', 'crack', 'duivelskunstenaar', 'expert', 'genie', 'grootmeester', 'hoogvlieger', 'kanjer', 'kei', 'knapperd', 'kraan', 'licht', 'meester', 'meesterbrein', 'meesteres', 'raspaardje', 'topper', 'uitblinker', 'vedette', 'virtuoos']","['iem. die uitblinkt', 'iemand die goed leert', 'iemand die uitblinkt', 'iemand die uitblinkt in bv. sport', 'iemand die ongelooflijke dingen kan', 'uitblinker', 'zeer begaafd iemand', 'toonaangevend iemand op bepaald gebied', 'erg intelligent persoon', 'persoon of ploeg die het beste is', 'iemand die ergens in uitmunt', 'iemand erg goed ergens in', 'iemand met inzicht en kennis', 'iemand die ergens erg goed in is', 'iem. die uitzonderlijk begaafd is', 'iemand die iets goed kan', 'op enige wijze opvallend iemand', 'iemand die ergens in uitblinkt', 'iemand die kan toveren', 'slim iemand', 'uitblinker m.n. in de muziek']"
527,witte,eng-30-14649197-n,fosfor,chemisch element,"['het gehalte aan fosfor bepalen', 'elementair fosfor', 'witte/rode fosfor']",['fosfor'],['chemisch element']
528,witte,odwn-10-105591402-n,bef,lichte plek bij dieren,['een zwarte kat met een witte bef'],['bef'],['lichte plek bij dieren']
529,witte,eng-30-07687053-n,ouwel,papierachtige eetbare substantie,['witte ouwel'],"['hostie', 'frou-frou', 'ouwel']","['soort vanillewafeltje', 'papierachtige eetbare substantie']"
530,witte,eng-30-02391994-n,neushoorn,groot dikhuidig zoogdier,['een witte/zwarte neushoorn'],"['neushoorn', 'rinoceros']","['groot dikhuidig zoogdier', 'neushoorn']"
531,witte,odwn-10-108091031-n,zwaan,grote zwarte of witte zwemvogel,['de wilde/gewone/zwarte/Australische zwaan'],['zwaan'],['grote zwarte of witte zwemvogel']
533,witte,odwn-10-100734477-n,ijsbeer,grote witte beer,[],['ijsbeer'],['grote witte beer']
535,witten,eng-30-00322559-v,witten,,[],"['verbleken', 'witten', 'blancheren']",[]
536,witten,eng-30-03672521-n,linnen,"lakens, theedoeken, ondergoed, e.d.","['Heel trots legt de boerin het mooie witten linnen in de kast.', 'linnen in de kast leggen']","['doek', 'lijnwaad', 'linnen', 'linnengoed']","['linnen', 'lakens, theedoeken, ondergoed, e.d.', 'weefsel uit vlas', 'bed- en badtextiel']"
537,witten,odwn-10-100281329-v,witten,witwassen,['zwart geld witten'],['witten'],['witwassen']
539,witten,odwn-10-105136601-v,witten,wit maken,['de kamers/muren witten'],['witten'],['wit maken']
541,witten,eng-30-00280301-v,witten,,[],['witten'],[]
542,witter,odwn-10-100371104-v,bleken,"lichter, witter maken",['wasgoed bleken'],['bleken'],"['lichter, witter maken']"
544,zigeuner,eng-30-10154186-n,zigeuner,lid v.e. rondtrekkend volk,"['er uitzien als een zigeuner', 'hij is een echte zigeuner', 'een kamp/standplaats van zigeuners']","['Roma', 'zigeunerin', 'gipsy', 'zigeuner']",['lid v.e. rondtrekkend volk']
547,zigeuner,eng-30-04058239-n,zigeuner,,[],"['zigeuner', 'ROM', 'rom']",['computergeheugen']
548,zigeuners,eng-30-10154186-n,zigeuner,lid v.e. rondtrekkend volk,"['er uitzien als een zigeuner', 'hij is een echte zigeuner', 'een kamp/standplaats van zigeuners']","['Roma', 'zigeunerin', 'gipsy', 'zigeuner']",['lid v.e. rondtrekkend volk']
549,zigeuners,odwn-10-100857451-v,brandmerken,een slechte naam bezorgen,"['zigeuners werden in het verleden al gauw gebrandmerkt als dieven', 'iemand brandmerken als dief', 'de televisie brandmerken als de grote boosdoener']",['brandmerken'],['een slechte naam bezorgen']
550,zigeuners,odwn-10-107418910-n,zigeunermuziek,muziek typisch van zigeuners,[],['zigeunermuziek'],['muziek typisch van zigeuners']
552,zigeuners,odwn-10-103179139-n,zigeunervolk,alle zigeuners samen,[],['zigeunervolk'],['alle zigeuners samen']
554,zigeuners,odwn-10-104901205-n,zigeunerkamp,kamp van zigeuners,[],['zigeunerkamp'],['kamp van zigeuners']
556,zwart,eng-30-01893825-n,mol,zwart diertje dat onder de grond leeft,[],"['egel', 'mol', 'stekelvarken']","['klein zoogdier met stekels', 'zwart diertje dat onder de grond leeft', 'Afrikaans knaagdier met stekels']"
558,zwart,odwn-10-105801592-n,moor,dier dat helemaal zwart is,[],['moor'],['dier dat helemaal zwart is']
560,zwart,eng-30-02133435-v,zien,als uiterlijk hebben,"['het ziet (er) zwart van de mensen', 'je ziet wat bleek, is er wat?', 'wit/bleek zien']","['voorkomen', 'schijnen', 'dunken', 'lijken', 'eruitzien', 'ogen', 'tonen', 'zien']","['een bepaald uiterlijk hebben', 'gezicht vertonen', 'eruitzien', 'staan (van kleding)', 'mooi passen', 'een indruk geven', 'als uiterlijk hebben']"
561,zwart,gevangeniskleren-n-1,gevangeniskleren,verplichte kleren in de gevangenis,['in films zijn gevangeniskleren altijd zwart-wit gestreept'],[],[]
562,zwart,eng-30-02391049-n,zebra,"zwart-wit, eenhoevig zoogdier","['de zebra werd door de leeuw aangevallen', ""een kudde zebra's""]",['zebra'],"['zwart-wit, eenhoevig zoogdier']"
564,zwart,eng-30-04960729-n,wit,de lichtste kleur,"['zwart op wit', 'het wit van een ei/oog', 'in het wit (zijn/trouwen)']","['witheid', 'blankheid', 'wit', 'zilver']","['de lichtste kleur', 'kleur v.h. metaal']"
565,zwart,odwn-10-104187578-n,panda,bepaalde zwart-witte beer,[],['panda'],['bepaalde zwart-witte beer']
567,zwart,eng-30-02071028-n,orka,zwart-wit in zee levend zoogdier,[],['orka'],['zwart-wit in zee levend zoogdier']
569,zwart,eng-30-14638799-n,goud,geelblinkend edelmetaal,"['gemunt goud', 'iets in goud beslaan', 'geslagen goud', 'goud op snee', 'iets in goud vatten', 'zwart goud', 'wit goud', 'rood goud', 'geel goud', 'Engels goud', '18-karaats goud', 'Mannheimer goud']",['goud'],['geelblinkend edelmetaal']
570,zwart,eng-30-02447366-n,das,zoogdier met zwart-witte streep,[],['das'],['zoogdier met zwart-witte streep']
572,zwarte,eng-30-09638009-n,zwarte,duivel,[],"['moor', 'neger', 'negerin', 'nikker', 'roetmop', 'zwarte']","['iemand met een donkere huidskleur', 'iemand met donkere huidskleur', 'vrouw met donkere huidskleur', 'neger', 'neger of vies persoon', 'duivel']"
573,zwarte,odwn-10-105591402-n,bef,lichte plek bij dieren,['een zwarte kat met een witte bef'],['bef'],['lichte plek bij dieren']
574,zwarte,eng-30-09636339-n,zwarte,,[],"['moor', 'neger', 'negerin', 'nikker', 'roetmop', 'zwarte']",[]
575,zwarte,eng-30-09859038-n,zwarte,aanhanger v.h. fascisme,['zijn vader was een zwarte'],"['Zwarthemden', 'zwarte', 'zwarthemden']",['aanhanger v.h. fascisme']
577,zwarte,odwn-10-108091031-n,zwaan,grote zwarte of witte zwemvogel,['de wilde/gewone/zwarte/Australische zwaan'],['zwaan'],['grote zwarte of witte zwemvogel']
580,zwarte,zwarte-n-1,zwarte,iemand met een zwarte huid,['het land van de zwarten'],[],[]
582,zwarte,eng-30-01579028-n,kraai,grote zwarte vogel,"['zo schor als een kraai', 'een bonte/gewone/zwarte kraai']",['kraai'],"['grote zwarte vogel', 'drager v.e. doodskist']"
585,zwarte,eng-30-06715223-n,belediging,uiting,"['een belediging naar het hoofd geworpen krijgen', 'dat boek is een belediging voor zwarte mensen', 'een belediging voor iets of iemand', 'ik voel dat niet als een belediging', 'iets als een belediging voelen']","['spot', 'affront', 'belediging', 'insultatie', 'krenking', 'kwetsing', 'schoffering']","['uiting', 'aanval v.e. ziekte', 'kwetsing', 'slecht of verkeerd gebruik']"
586,zwarte,odwn-10-103179400-n,bende,groep van ongure individuen,"['een bende rovers', 'de bende van [De Zwarte Hand]', 'de leden van de bende', 'een bende vormen', 'rivaliserende bendes']","['bende', 'boevenbende']",['groep van ongure individuen']
587,zwarte,odwn-10-104494013-n,Arabier,paard,['een zwarte Arabier'],['Arabier'],['paard']
588,zwarten,eng-30-10157549-n,kleurling,kind van verschillende rassen,"['zwarten, blanken en kleurlingen']","['halfbloed', 'kleurling']","['persoon van gemengde afkomst', 'kind van verschillende rassen']"
589,zwarten,odwn-10-103541331-n,blanke,iemand met lichte huidskleur,"['blanken en zwarten worden in Zuid-Afrika niet langer apart gehouden', 'onder de apartheid hadden blanken meer rechten dan zwarten']",['blanke'],['iemand met lichte huidskleur']
591,zwarten,zwarte-n-1,zwarte,iemand met een zwarte huid,['het land van de zwarten'],[],[]
592,zwarten,eng-30-02502536-v,toelaten,toegang geven,"['we mogen niemand toelaten bij de zieke', 'iemand toelaten bij [een zieke]', 'iemand toelaten in [een kamer]', 'vroeger werden er geen zwarten op die school toegelaten', 'een leerling toelaten op [een school]', 'ze willen enkele voormalige Oostbloklanden toelaten tot de Europese Unie', 'een land toelaten tot [de Europese Unie]', 'kinderen (niet) toegelaten']","['toegang verlenen', 'binnenlaten', 'inlaten', 'toelaten']","['laten binnenkomen', 'je bemoeien met', 'toegang geven']"
