item,instance_of
http://www.wikidata.org/entity/Q396762,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q450515,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q451286,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q454697,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q460311,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q466118,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q474306,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q482999,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q499134,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q502323,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q517284,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q518782,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q549309,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q570749,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q579516,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q588083,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q588662,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q592996,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q593362,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q596033,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q618870,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q620537,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q620541,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q623455,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q637934,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q666281,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q667978,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q672632,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q673244,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q680492,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q681973,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q686275,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q689469,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q690928,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q691954,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q696819,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q712493,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q721960,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q722388,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q722820,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q725098,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q729340,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q730551,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q737612,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q762289,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q779015,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q781850,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q790693,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q806360,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q806907,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q809152,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q811157,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q813695,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q814695,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q816349,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q819926,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q820179,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q829581,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q833418,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q835024,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q841192,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q844409,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q855855,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q876571,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q885444,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q890527,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q892013,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q894003,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q914241,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q916292,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q931016,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q936371,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q965417,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q975943,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q976312,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q980480,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q984276,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q990876,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q997422,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q998391,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q999419,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q999448,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1009943,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1020410,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1025522,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1026280,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1026378,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1052996,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1068441,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1074665,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1075791,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1100126,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1123770,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1131236,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1133078,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1137527,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1142037,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1144440,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1147709,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1157210,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1177007,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1182768,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1195546,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1221092,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1223276,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1230451,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1230780,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1231569,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1231619,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1238248,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1242063,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1261187,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1291250,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1319376,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1322390,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1360697,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1368595,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1370540,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1390804,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1402571,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1409141,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1412722,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1416611,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1416955,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1421144,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1423138,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1423990,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1437530,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1437684,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1446551,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1453786,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1455520,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1455706,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1458955,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1463475,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1466992,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1475695,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1477489,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1479168,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1481555,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1492584,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1505336,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1514059,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1534758,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1535747,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1537521,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1549100,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1550197,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1550210,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1557197,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1575252,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1588527,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1591330,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1595738,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1604739,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1617492,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1621274,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1625611,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1625695,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1627694,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1637861,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1639265,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1639825,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1647862,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1652608,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1669765,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1692364,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1699290,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1700526,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1719653,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1721051,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1723169,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1733058,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1735460,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1737648,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1748920,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1753974,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1764321,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1778520,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1778598,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1780147,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1783957,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1794773,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1797239,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1823482,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1867563,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1919067,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1920475,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1928095,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1930605,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1956413,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1969533,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q1996467,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2005008,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2022081,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2024200,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2043903,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2049806,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2053655,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2076839,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2085129,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2085136,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2096021,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2109591,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2112546,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2114191,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2118064,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2141884,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2144955,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2155363,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2176240,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2213553,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2221693,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2235179,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2265303,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2278370,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2287247,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2298147,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2298149,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2300106,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2305112,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2306950,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2338540,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2340375,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2340636,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2340797,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2360821,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2360978,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2363185,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2363925,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2379200,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2393424,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2414466,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2418068,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2421673,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2425247,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2426787,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2429735,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2442308,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2454677,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2483709,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2502075,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2523723,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2529243,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2548091,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2549346,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2556807,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2568145,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2570377,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2588761,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2594009,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2596481,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2706939,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2715020,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2734995,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2835909,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2855191,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2859615,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2863559,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2865787,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2870087,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2917272,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2919599,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2928593,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q2944254,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3001516,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3001599,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3007616,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3007620,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3032660,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3070981,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3110452,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3175423,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3190387,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3247515,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3306591,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3320577,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3322355,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3349707,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3381594,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3476460,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3530056,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3621523,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3647133,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3647671,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3651435,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3699586,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3750514,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3774421,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3853787,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3888836,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3964220,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q3979940,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q4108101,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q4182017,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q4386521,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q4399389,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q4479469,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q4497540,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q4539755,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q4750568,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q4775346,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q4784667,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q4786894,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q4841229,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q4850133,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q4866769,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q4990869,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q5025868,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q5288290,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q5411719,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q5447391,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q5493361,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q5495303,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q5558645,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q5657881,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q5659833,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q5662230,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q5662519,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q5669838,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q5678399,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q5701622,http://www.wikidata.org/entity/Q16335296
http://www.wikidata.org/entity/Q5701625,http://www.wikidata.org/entity/Q16335296
